flight_ID,scheduled_flt_time,scheduled_flt_time_Local,BGATE_ID,
CZ5982,2016/9/12 13:40,2016/9/12 21:40,B14,
3U8736,2016/9/12 13:40,2016/9/12 21:40,B14,
MF1744,2016/9/12 13:40,2016/9/12 21:40,B08,
CZ3886,2016/9/12 13:40,2016/9/12 21:40,B08,
AF3894,2016/9/12 13:40,2016/9/12 21:40,B08,
MU4475,2016/9/12 13:40,2016/9/12 21:40,B08,
CZ3419,2016/9/12 13:45,2016/9/12 21:45,B223,
MU3540,2016/9/12 13:45,2016/9/12 21:45,B223,
MF1299,2016/9/12 13:45,2016/9/12 21:45,B223,
CZ9645,2016/9/12 13:50,2016/9/12 21:50,B233,
MU5232,2016/9/12 13:50,2016/9/12 21:50,B233,
3U8742,2016/9/12 13:55,2016/9/12 21:55,B13,
CZ5986,2016/9/12 13:55,2016/9/12 21:55,B13,
HU7810,2016/9/12 13:55,2016/9/12 21:55,B231,
S74692,2016/9/12 13:55,2016/9/12 21:55,B231,
CZ657,2016/9/12 13:55,2016/9/12 21:55,A04,
YTRPC5988,2016/9/12 14:00,2016/9/12 22:00,,
CZ5210,2016/9/12 14:00,2016/9/12 22:00,B208,
MF8302,2016/9/12 14:00,2016/9/12 22:00,B208,
HU7010,2016/9/12 14:00,2016/9/12 22:00,B226,
CZ3298,2016/9/12 14:00,2016/9/12 22:00,B217,
MF1188,2016/9/12 14:00,2016/9/12 22:00,B217,
MU3605,2016/9/12 14:00,2016/9/12 22:00,B217,
OQ2326,2016/9/12 14:00,2016/9/12 22:00,B09,
CZ8126,2016/9/12 14:00,2016/9/12 22:00,B09,
RJ181,2016/9/12 14:05,2016/9/12 22:05,A105,
AF9725,2016/9/12 14:05,2016/9/12 22:05,B203,
MF1249,2016/9/12 14:05,2016/9/12 22:05,B203,
CZ3367,2016/9/12 14:05,2016/9/12 22:05,B203,
MU4429,2016/9/12 14:05,2016/9/12 22:05,B203,
KY9609,2016/9/12 14:05,2016/9/12 22:05,A130,
ZH9609,2016/9/12 14:05,2016/9/12 22:05,A130,
CA3757,2016/9/12 14:05,2016/9/12 22:05,A130,
MU4407,2016/9/12 14:05,2016/9/12 22:05,B206,
MF1635,2016/9/12 14:05,2016/9/12 22:05,B206,
CZ3769,2016/9/12 14:05,2016/9/12 22:05,B206,
AF3430,2016/9/12 14:05,2016/9/12 22:05,B206,
CZ9661,2016/9/12 14:10,2016/9/12 22:10,B18,
MF3228,2016/9/12 14:10,2016/9/12 22:10,B18,
MU5772,2016/9/12 14:10,2016/9/12 22:10,B18,
KQ887,2016/9/12 14:10,2016/9/12 22:10,A05,
CZ6462,2016/9/12 14:10,2016/9/12 22:10,B01,
MF9001,2016/9/12 14:15,2016/9/12 22:15,A02,
CZ371,2016/9/12 14:15,2016/9/12 22:15,A02,
5J289,2016/9/12 14:15,2016/9/12 22:15,A03,
3U8791,2016/9/12 14:15,2016/9/12 22:15,A107,
CX5789,2016/9/12 14:20,2016/9/12 22:20,A108,
KA789,2016/9/12 14:20,2016/9/12 22:20,A108,
JD5269,2016/9/12 14:20,2016/9/12 22:20,B16,
MU3466,2016/9/12 14:20,2016/9/12 22:20,B202,
MF4411,2016/9/12 14:20,2016/9/12 22:20,B202,
CZ6780,2016/9/12 14:20,2016/9/12 22:20,B202,
CA1735,2016/9/12 14:30,2016/9/12 22:30,,
Y87979,2016/9/12 14:35,2016/9/12 22:35,,
HU7002,2016/9/12 14:35,2016/9/12 22:35,B17,
HU7730,2016/9/12 14:40,2016/9/12 22:40,,
MF9047,2016/9/12 14:45,2016/9/12 22:45,A01,
CZ6057,2016/9/12 14:45,2016/9/12 22:45,A01,
CZ9603,2016/9/12 14:50,2016/9/12 22:50,B232,
MU2304,2016/9/12 14:50,2016/9/12 22:50,B232,
MU4500,2016/9/12 15:00,2016/9/12 23:00,B219,
MF1263,2016/9/12 15:00,2016/9/12 23:00,B219,
CZ3381,2016/9/12 15:00,2016/9/12 23:00,B219,
PN6206,2016/9/12 15:05,2016/9/12 23:05,B14,
AF107,2016/9/12 15:05,2016/9/12 23:05,A116,
KL2194,2016/9/12 15:05,2016/9/12 23:05,A116,
CZ783,2016/9/12 15:05,2016/9/12 23:05,A116,
CZ6736,2016/9/12 15:05,2016/9/12 23:05,B209,
MF4376,2016/9/12 15:05,2016/9/12 23:05,B209,
MU3644,2016/9/12 15:05,2016/9/12 23:05,B209,
MU2908,2016/9/12 15:10,2016/9/12 23:10,B13,
CZ9607,2016/9/12 15:10,2016/9/12 23:10,B13,
MF4409,2016/9/12 15:15,2016/9/12 23:15,B208,
AF3895,2016/9/12 15:15,2016/9/12 23:15,B208,
CZ6778,2016/9/12 15:15,2016/9/12 23:15,B208,
MU3468,2016/9/12 15:15,2016/9/12 23:15,B208,
MF8358,2016/9/12 15:15,2016/9/12 23:15,B210,
CZ5262,2016/9/12 15:15,2016/9/12 23:15,B210,
JD5159,2016/9/12 15:25,2016/9/12 23:25,B16,
W5080,2016/9/12 15:30,2016/9/12 23:30,A02,
MF4374,2016/9/12 15:30,2016/9/12 23:30,B205,
MU3646,2016/9/12 15:30,2016/9/12 23:30,B205,
CZ6734,2016/9/12 15:30,2016/9/12 23:30,B205,
PN6320,2016/9/12 15:40,2016/9/12 23:40,B15,
HU7004,2016/9/12 15:50,2016/9/12 23:50,B18,
ZH9031,2016/9/12 15:50,2016/9/12 23:50,A107,
FD531,2016/9/12 15:55,2016/9/12 23:55,A101,
EK363,2016/9/12 15:55,2016/9/12 23:55,A109,
CZ6053,2016/9/12 15:55,2016/9/12 23:55,A05,
KL4300,2016/9/12 16:05,2016/9/13 0:05,A04,
CZ307,2016/9/12 16:05,2016/9/13 0:05,A04,
JD411,2016/9/12 16:10,2016/9/13 0:10,A102,
AK1530,2016/9/12 16:10,2016/9/13 0:10,A108,
CA1089,2016/9/12 16:15,2016/9/13 0:15,,
AF4403,2016/9/12 16:20,2016/9/13 0:20,A118,
CZ347,2016/9/12 16:20,2016/9/13 0:20,A118,
KL4403,2016/9/12 16:30,2016/9/13 0:30,A02,
CZ305,2016/9/12 16:30,2016/9/13 0:30,A02,
ET607,2016/9/12 16:30,2016/9/13 0:30,A01,
OZ356,2016/9/12 16:55,2016/9/13 0:55,A105,
QR875,2016/9/12 16:55,2016/9/13 0:55,A117,
Y87935,2016/9/12 17:00,2016/9/13 1:00,,
AK119,2016/9/12 17:15,2016/9/13 1:15,A101,
VA5658,2016/9/12 17:20,2016/9/13 1:20,A109,
SQ853,2016/9/12 17:20,2016/9/13 1:20,A109,
CZ399,2016/9/12 17:40,2016/9/13 1:40,A104,
HU7742,2016/9/12 18:30,2016/9/13 2:30,,
NH8490,2016/9/12 18:30,2016/9/13 2:30,,
SL8041,2016/9/12 18:45,2016/9/13 2:45,A109,
FX5608,2016/9/12 18:50,2016/9/13 2:50,,
FD416,2016/9/12 18:50,2016/9/13 2:50,A108,
AK1395,2016/9/12 19:00,2016/9/13 3:00,A104,
SJ1059,2016/9/12 19:10,2016/9/13 3:10,A107,
FX5419,2016/9/12 19:20,2016/9/13 3:20,,
O36872,2016/9/12 19:25,2016/9/13 3:25,,
FX5152,2016/9/12 19:25,2016/9/13 3:25,,
FX6159,2016/9/12 19:30,2016/9/13 3:30,,
FX6028,2016/9/12 19:35,2016/9/13 3:35,,
TZ127,2016/9/12 19:45,2016/9/13 3:45,A105,
FX6019,2016/9/12 19:55,2016/9/13 3:55,,
FX5194,2016/9/12 20:00,2016/9/13 4:00,,
FX5018,2016/9/12 20:05,2016/9/13 4:05,,
FX5926,2016/9/12 20:10,2016/9/13 4:10,,
FX5158,2016/9/12 20:15,2016/9/13 4:15,,
Y87983,2016/9/12 20:15,2016/9/13 4:15,,
Y87928,2016/9/12 20:30,2016/9/13 4:30,,
FX5030,2016/9/12 20:50,2016/9/13 4:50,,
FX5279,2016/9/12 21:00,2016/9/13 5:00,,
Y87992,2016/9/12 21:55,2016/9/13 5:55,,
AQ1105,2016/9/12 22:00,2016/9/13 6:00,B901,
CZ8661,2016/9/12 22:05,2016/9/13 6:05,B03,
3U8744,2016/9/12 22:15,2016/9/13 6:15,B17,
AQ1109,2016/9/12 22:15,2016/9/13 6:15,B903,
ZH9613,2016/9/12 22:20,2016/9/13 6:20,A14,
CA3759,2016/9/12 22:20,2016/9/13 6:20,A14,
KY9613,2016/9/12 22:20,2016/9/13 6:20,A14,
HU7012,2016/9/12 22:25,2016/9/13 6:25,B13,
CZ3269,2016/9/12 22:30,2016/9/13 6:30,B02,
MU5754,2016/9/12 22:30,2016/9/13 6:30,B14,
AQ1021,2016/9/12 22:35,2016/9/13 6:35,B905,
9C8635,2016/9/12 22:35,2016/9/13 6:35,A17,
JD5631,2016/9/12 22:35,2016/9/13 6:35,B18,
CZ3249,2016/9/12 22:35,2016/9/13 6:35,B01,
CZ9601,2016/9/12 22:40,2016/9/13 6:40,B16,
HO1078,2016/9/12 22:40,2016/9/13 6:40,A18,
MU2324,2016/9/12 22:40,2016/9/13 6:40,B16,
MU3502,2016/9/12 22:40,2016/9/13 6:40,B08,
CZ3197,2016/9/12 22:40,2016/9/13 6:40,B08,
MF1093,2016/9/12 22:40,2016/9/13 6:40,B08,
MF1207,2016/9/12 22:40,2016/9/13 6:40,B902,
MU4494,2016/9/12 22:40,2016/9/13 6:40,B902,
CZ3323,2016/9/12 22:40,2016/9/13 6:40,B902,
KY8286,2016/9/12 22:45,2016/9/13 6:45,A14,
ZH3186,2016/9/12 22:45,2016/9/13 6:45,A14,
MF4384,2016/9/12 22:45,2016/9/13 6:45,B09,
CZ6748,2016/9/12 22:45,2016/9/13 6:45,B09,
MU3636,2016/9/12 22:45,2016/9/13 6:45,B09,
CA1421,2016/9/12 22:45,2016/9/13 6:45,A16,
9C8930,2016/9/12 22:45,2016/9/13 6:45,A13,
MU2621,2016/9/12 22:50,2016/9/13 6:50,B15,
CA4585,2016/9/12 22:50,2016/9/13 6:50,A15,
JD5161,2016/9/12 22:50,2016/9/13 6:50,B228,
CA3582,2016/9/12 22:50,2016/9/13 6:50,A133,
ZH9659,2016/9/12 22:50,2016/9/13 6:50,A133,
KY9659,2016/9/12 22:50,2016/9/13 6:50,A133,
BK2787,2016/9/12 22:55,2016/9/13 6:55,A17,
CZ3399,2016/9/12 22:55,2016/9/13 6:55,B03,
MU3572,2016/9/12 22:55,2016/9/13 6:55,B03,
MF1279,2016/9/12 22:55,2016/9/13 6:55,B03,
AQ1025,2016/9/12 22:55,2016/9/13 6:55,B907,
ZH9673,2016/9/12 23:00,2016/9/13 7:00,A16,
CA3393,2016/9/12 23:00,2016/9/13 7:00,A16,
KY9673,2016/9/12 23:00,2016/9/13 7:00,A16,
MU3974,2016/9/12 23:00,2016/9/13 7:00,A18,
HO1288,2016/9/12 23:00,2016/9/13 7:00,A18,
CZ3723,2016/9/12 23:00,2016/9/13 7:00,B07,
AF4617,2016/9/12 23:00,2016/9/13 7:00,B07,
MU4459,2016/9/12 23:00,2016/9/13 7:00,B07,
MF1591,2016/9/12 23:00,2016/9/13 7:00,B07,
KL4451,2016/9/12 23:00,2016/9/13 7:00,B07,
MU3474,2016/9/12 23:00,2016/9/13 7:00,B10,
MF4403,2016/9/12 23:00,2016/9/13 7:00,B10,
CZ6772,2016/9/12 23:00,2016/9/13 7:00,B10,
CZ3403,2016/9/12 23:05,2016/9/13 7:05,B903,
3U3007,2016/9/12 23:05,2016/9/13 7:05,B903,
MU3340,2016/9/12 23:05,2016/9/13 7:05,B903,
MF1283,2016/9/12 23:05,2016/9/13 7:05,B903,
AF4414,2016/9/12 23:05,2016/9/13 7:05,B903,
CA4340,2016/9/12 23:05,2016/9/13 7:05,A14,
SC4340,2016/9/12 23:05,2016/9/13 7:05,A14,
ZH4340,2016/9/12 23:05,2016/9/13 7:05,A14,
MF1517,2016/9/12 23:05,2016/9/13 7:05,B904,
CZ3635,2016/9/12 23:05,2016/9/13 7:05,B904,
MU3558,2016/9/12 23:05,2016/9/13 7:05,B904,
CZ3957,2016/9/12 23:05,2016/9/13 7:05,B901,
MU4470,2016/9/12 23:05,2016/9/13 7:05,B901,
MF1811,2016/9/12 23:05,2016/9/13 7:05,B901,
MU3360,2016/9/12 23:10,2016/9/13 7:10,B04,
AF4618,2016/9/12 23:10,2016/9/13 7:10,B04,
DL7768,2016/9/12 23:10,2016/9/13 7:10,B04,
MF1361,2016/9/12 23:10,2016/9/13 7:10,B04,
CZ3481,2016/9/12 23:10,2016/9/13 7:10,B04,
ZH9715,2016/9/12 23:10,2016/9/13 7:10,A15,
KY9715,2016/9/12 23:10,2016/9/13 7:10,A15,
CA3877,2016/9/12 23:10,2016/9/13 7:10,A15,
CZ3505,2016/9/12 23:15,2016/9/13 7:15,B902,
AF9732,2016/9/12 23:15,2016/9/13 7:15,B902,
MF1385,2016/9/12 23:15,2016/9/13 7:15,B902,
MU3420,2016/9/12 23:15,2016/9/13 7:15,B902,
ZH9681,2016/9/12 23:15,2016/9/13 7:15,A126,
KY9681,2016/9/12 23:15,2016/9/13 7:15,A126,
CA3781,2016/9/12 23:15,2016/9/13 7:15,A126,
HU7153,2016/9/12 23:15,2016/9/13 7:15,B233,
ZH9615,2016/9/12 23:20,2016/9/13 7:20,A16,
KY9615,2016/9/12 23:20,2016/9/13 7:20,A16,
CA3813,2016/9/12 23:20,2016/9/13 7:20,A16,
CZ6915,2016/9/12 23:20,2016/9/13 7:20,B01,
HU7213,2016/9/12 23:20,2016/9/13 7:20,B225,
MU3424,2016/9/12 23:20,2016/9/13 7:20,B01,
MF4537,2016/9/12 23:20,2016/9/13 7:20,B01,
CZ3539,2016/9/12 23:25,2016/9/13 7:25,B906,
MU3578,2016/9/12 23:25,2016/9/13 7:25,B906,
MF1419,2016/9/12 23:25,2016/9/13 7:25,B906,
MU5740,2016/9/12 23:25,2016/9/13 7:25,B15,
CZ9659,2016/9/12 23:25,2016/9/13 7:25,B15,
MU5717,2016/9/12 23:25,2016/9/13 7:25,B15,
MF3210,2016/9/12 23:25,2016/9/13 7:25,B15,
JD5171,2016/9/12 23:25,2016/9/13 7:25,B13,
ZH9677,2016/9/12 23:25,2016/9/13 7:25,A132,
FM9304,2016/9/12 23:30,2016/9/13 7:30,B14,
MU9304,2016/9/12 23:30,2016/9/13 7:30,B14,
CZ3027,2016/9/12 23:30,2016/9/13 7:30,A120,
ZH9667,2016/9/12 23:30,2016/9/13 7:30,A14,
KY9667,2016/9/12 23:30,2016/9/13 7:30,A14,
CA3584,2016/9/12 23:30,2016/9/13 7:30,A14,
HU7143,2016/9/12 23:30,2016/9/13 7:30,B234,
ZH9669,2016/9/12 23:35,2016/9/13 7:35,A18,
JD5169,2016/9/12 23:35,2016/9/13 7:35,B231,
MU4507,2016/9/12 23:35,2016/9/13 7:35,B202,
MF1272,2016/9/12 23:35,2016/9/13 7:35,B202,
KL4326,2016/9/12 23:35,2016/9/13 7:35,B202,
CZ3392,2016/9/12 23:35,2016/9/13 7:35,B202,
HU7031,2016/9/12 23:35,2016/9/13 7:35,B224,
HU7361,2016/9/12 23:40,2016/9/13 7:40,B227,
HU7848,2016/9/12 23:40,2016/9/13 7:40,B18,
MU3619,2016/9/12 23:40,2016/9/13 7:40,B210,
MF1643,2016/9/12 23:40,2016/9/13 7:40,B210,
CZ3777,2016/9/12 23:40,2016/9/13 7:40,B210,
OQ2356,2016/9/12 23:40,2016/9/13 7:40,B212,
MU2552,2016/9/12 23:45,2016/9/13 7:45,B17,
MU9352,2016/9/12 23:45,2016/9/13 7:45,B16,
FM9352,2016/9/12 23:45,2016/9/13 7:45,B16,
MU9534,2016/9/12 23:50,2016/9/13 7:50,B15,
FM9534,2016/9/12 23:50,2016/9/13 7:50,B15,
ZH4336,2016/9/12 23:50,2016/9/13 7:50,A17,
CA4336,2016/9/12 23:50,2016/9/13 7:50,A17,
CA3405,2016/9/12 23:50,2016/9/13 7:50,A131,
KY9663,2016/9/12 23:50,2016/9/13 7:50,A131,
ZH9663,2016/9/12 23:50,2016/9/13 7:50,A131,
AQ1055,2016/9/12 23:50,2016/9/13 7:50,B909,
CN7757,2016/9/12 23:55,2016/9/13 7:55,B13,
HU7757,2016/9/12 23:55,2016/9/13 7:55,B13,
HU7121,2016/9/12 23:55,2016/9/13 7:55,B226,
MU3358,2016/9/12 23:55,2016/9/13 7:55,B908,
CZ3867,2016/9/12 23:55,2016/9/13 7:55,B908,
MF1725,2016/9/12 23:55,2016/9/13 7:55,B908,
CZ3701,2016/9/12 23:55,2016/9/13 7:55,B209,
MF1571,2016/9/12 23:55,2016/9/13 7:55,B209,
MU3689,2016/9/12 23:55,2016/9/13 7:55,B209,
CZ3401,2016/9/13,2016/9/13 8:00,B201,
3U3005,2016/9/13,2016/9/13 8:00,B201,
MU3342,2016/9/13,2016/9/13 8:00,B201,
MF1281,2016/9/13,2016/9/13 8:00,B201,
KL4323,2016/9/13,2016/9/13 8:00,B201,
MU3667,2016/9/13,2016/9/13 8:00,B10,
MF1403,2016/9/13,2016/9/13 8:00,B10,
CZ3523,2016/9/13,2016/9/13 8:00,B10,
CZ3101,2016/9/13,2016/9/13 8:00,B218,
MU3117,2016/9/13,2016/9/13 8:00,B218,
MF1003,2016/9/13,2016/9/13 8:00,B218,
CZ3521,2016/9/13,2016/9/13 8:00,B215,
AF9726,2016/9/13,2016/9/13 8:00,B215,
MF1401,2016/9/13,2016/9/13 8:00,B215,
KL4464,2016/9/13,2016/9/13 8:00,B215,
DL7834,2016/9/13,2016/9/13 8:00,B215,
CA1310,2016/9/13 0:05,2016/9/13 8:05,A128,
ZH1310,2016/9/13 0:05,2016/9/13 8:05,A128,
MU5240,2016/9/13 0:05,2016/9/13 8:05,B14,
CZ9641,2016/9/13 0:05,2016/9/13 8:05,B14,
CZ3513,2016/9/13 0:05,2016/9/13 8:05,B04,
AF3890,2016/9/13 0:05,2016/9/13 8:05,B04,
MU3679,2016/9/13 0:05,2016/9/13 8:05,B214,
CZ3601,2016/9/13 0:05,2016/9/13 8:05,B214,
MF1485,2016/9/13 0:05,2016/9/13 8:05,B214,
KL4617,2016/9/13 0:05,2016/9/13 8:05,B04,
CZ6886,2016/9/13 0:10,2016/9/13 8:10,B213,
KL4415,2016/9/13 0:10,2016/9/13 8:10,B213,
QF3625,2016/9/13 0:10,2016/9/13 8:10,B213,
MU4422,2016/9/13 0:10,2016/9/13 8:10,B213,
MF4508,2016/9/13 0:10,2016/9/13 8:10,B213,
CZ3913,2016/9/13 0:10,2016/9/13 8:10,B07,
MU4427,2016/9/13 0:10,2016/9/13 8:10,B07,
MF1769,2016/9/13 0:10,2016/9/13 8:10,B07,
AA7232,2016/9/13 0:10,2016/9/13 8:10,B229,
HU7804,2016/9/13 0:10,2016/9/13 8:10,B229,
CZ3604,2016/9/13 0:10,2016/9/13 8:10,B208,
MU3458,2016/9/13 0:15,2016/9/13 8:15,B211,
CZ3615,2016/9/13 0:15,2016/9/13 8:15,B211,
MF1499,2016/9/13 0:15,2016/9/13 8:15,B211,
CZ3037,2016/9/13 0:15,2016/9/13 8:15,A107,
CZ3811,2016/9/13 0:15,2016/9/13 8:15,B206,
MU4403,2016/9/13 0:15,2016/9/13 8:15,B206,
KL4419,2016/9/13 0:15,2016/9/13 8:15,B206,
MF1671,2016/9/13 0:15,2016/9/13 8:15,B206,
AF4404,2016/9/13 0:15,2016/9/13 8:15,B206,
CZ3129,2016/9/13 0:15,2016/9/13 8:15,B223,
MF1289,2016/9/13 0:20,2016/9/13 8:20,B222,
MU3542,2016/9/13 0:20,2016/9/13 8:20,B222,
QF3633,2016/9/13 0:20,2016/9/13 8:20,B222,
CZ3409,2016/9/13 0:20,2016/9/13 8:20,B222,
KL4437,2016/9/13 0:20,2016/9/13 8:20,B222,
CZ3509,2016/9/13 0:20,2016/9/13 8:20,B03,
MU3514,2016/9/13 0:20,2016/9/13 8:20,B03,
MF1389,2016/9/13 0:20,2016/9/13 8:20,B03,
CZ3133,2016/9/13 0:20,2016/9/13 8:20,B02,
MU3699,2016/9/13 0:20,2016/9/13 8:20,B02,
MF1033,2016/9/13 0:20,2016/9/13 8:20,B02,
AF4405,2016/9/13 0:20,2016/9/13 8:20,A104,
QF326,2016/9/13 0:20,2016/9/13 8:20,A104,
KL4401,2016/9/13 0:20,2016/9/13 8:20,A104,
CZ301,2016/9/13 0:20,2016/9/13 8:20,A104,
CZ3091,2016/9/13 0:25,2016/9/13 8:25,A05,
MU3685,2016/9/13 0:25,2016/9/13 8:25,B217,
MF1031,2016/9/13 0:25,2016/9/13 8:25,B217,
CZ3131,2016/9/13 0:25,2016/9/13 8:25,B217,
CZ3533,2016/9/13 0:25,2016/9/13 8:25,B205,
MU3633,2016/9/13 0:25,2016/9/13 8:25,B205,
MF1413,2016/9/13 0:25,2016/9/13 8:25,B205,
KL4443,2016/9/13 0:25,2016/9/13 8:25,B205,
CZ3303,2016/9/13 0:25,2016/9/13 8:25,B01,
MF1193,2016/9/13 0:25,2016/9/13 8:25,B01,
MU3604,2016/9/13 0:25,2016/9/13 8:25,B01,
CZ3463,2016/9/13 0:30,2016/9/13 8:30,B08,
AF3428,2016/9/13 0:30,2016/9/13 8:30,B08,
MU4526,2016/9/13 0:30,2016/9/13 8:30,B08,
MF1343,2016/9/13 0:30,2016/9/13 8:30,B08,
KL4436,2016/9/13 0:30,2016/9/13 8:30,B08,
CA4394,2016/9/13 0:30,2016/9/13 8:30,A13,
CZ9354,2016/9/13 0:30,2016/9/13 8:30,B18,
MU5302,2016/9/13 0:30,2016/9/13 8:30,B18,
CZ389,2016/9/13 0:30,2016/9/13 8:30,A121,
MF9069,2016/9/13 0:30,2016/9/13 8:30,A121,
JL5028,2016/9/13 0:30,2016/9/13 8:30,A121,
CZ3899,2016/9/13 0:35,2016/9/13 8:35,B901,
MU3326,2016/9/13 0:35,2016/9/13 8:35,B901,
MF1757,2016/9/13 0:35,2016/9/13 8:35,B901,
CA4310,2016/9/13 0:35,2016/9/13 8:35,A16,
SC4310,2016/9/13 0:35,2016/9/13 8:35,A16,
ZH4310,2016/9/13 0:35,2016/9/13 8:35,A16,
MF9041,2016/9/13 0:35,2016/9/13 8:35,A119,
CZ349,2016/9/13 0:35,2016/9/13 8:35,A119,
JL5026,2016/9/13 0:40,2016/9/13 8:40,A105,
CZ385,2016/9/13 0:40,2016/9/13 8:40,A105,
CZ391,2016/9/13 0:40,2016/9/13 8:40,A122,
MF9049,2016/9/13 0:40,2016/9/13 8:40,A04,
CZ353,2016/9/13 0:40,2016/9/13 8:40,A04,
CZ6589,2016/9/13 0:40,2016/9/13 8:40,B09,
MU3410,2016/9/13 0:40,2016/9/13 8:40,B09,
MF4245,2016/9/13 0:40,2016/9/13 8:40,B09,
KL4631,2016/9/13 0:40,2016/9/13 8:40,B09,
AF4406,2016/9/13 0:40,2016/9/13 8:40,B09,
ZH1396,2016/9/13 0:45,2016/9/13 8:45,A125,
CA1396,2016/9/13 0:45,2016/9/13 8:45,A125,
CZ3813,2016/9/13 0:45,2016/9/13 8:45,B10,
MU3500,2016/9/13 0:45,2016/9/13 8:45,B10,
MF1673,2016/9/13 0:45,2016/9/13 8:45,B10,
CZ8327,2016/9/13 0:45,2016/9/13 8:45,A102,
CZ3053,2016/9/13 0:45,2016/9/13 8:45,A123,
MF9007,2016/9/13 0:50,2016/9/13 8:50,A101,
CZ357,2016/9/13 0:50,2016/9/13 8:50,A101,
CA3387,2016/9/13 0:50,2016/9/13 8:50,A14,
ZH9657,2016/9/13 0:50,2016/9/13 8:50,A14,
KY9657,2016/9/13 0:50,2016/9/13 8:50,A14,
CZ3945,2016/9/13 0:50,2016/9/13 8:50,B07,
MU3530,2016/9/13 0:50,2016/9/13 8:50,B07,
MF1799,2016/9/13 0:50,2016/9/13 8:50,B07,
MU3550,2016/9/13 0:50,2016/9/13 8:50,B219,
MF1101,2016/9/13 0:50,2016/9/13 8:50,B219,
CZ3205,2016/9/13 0:50,2016/9/13 8:50,B219,
ZH9485,2016/9/13 0:55,2016/9/13 8:55,A124,
KY9485,2016/9/13 0:55,2016/9/13 8:55,A124,
CA3751,2016/9/13 0:55,2016/9/13 8:55,A124,
ZH9713,2016/9/13 0:55,2016/9/13 8:55,A17,
KY9713,2016/9/13 0:55,2016/9/13 8:55,A17,
CA3869,2016/9/13 0:55,2016/9/13 8:55,A17,
CZ3099,2016/9/13 1:00,2016/9/13 9:00,A15,
DL7782,2016/9/13 1:00,2016/9/13 9:00,A15,
MU3119,2016/9/13 1:00,2016/9/13 9:00,A15,
MF1001,2016/9/13 1:00,2016/9/13 9:00,A15,
KL4599,2016/9/13 1:00,2016/9/13 9:00,A15,
CZ343,2016/9/13 1:00,2016/9/13 9:00,A02,
QF332,2016/9/13 1:00,2016/9/13 9:00,A02,
KL4595,2016/9/13 1:00,2016/9/13 9:00,A02,
AF4408,2016/9/13 1:00,2016/9/13 9:00,A02,
CZ3611,2016/9/13 1:00,2016/9/13 9:00,B01,
DL7766,2016/9/13 1:00,2016/9/13 9:00,B01,
MU3675,2016/9/13 1:00,2016/9/13 9:00,B01,
MF1495,2016/9/13 1:00,2016/9/13 9:00,B01,
KL4601,2016/9/13 1:00,2016/9/13 9:00,B01,
CA1838,2016/9/13 1:05,2016/9/13 9:05,A13,
ZH1838,2016/9/13 1:05,2016/9/13 9:05,A13,
SC1838,2016/9/13 1:05,2016/9/13 9:05,A13,
CZ3339,2016/9/13 1:05,2016/9/13 9:05,B903,
MU3566,2016/9/13 1:05,2016/9/13 9:05,B903,
MF1223,2016/9/13 1:05,2016/9/13 9:05,B903,
CZ3069,2016/9/13 1:05,2016/9/13 9:05,A01,
CZ3843,2016/9/13 1:05,2016/9/13 9:05,B03,
CZ6784,2016/9/13 1:10,2016/9/13 9:10,B08,
MU3464,2016/9/13 1:10,2016/9/13 9:10,B08,
MF4415,2016/9/13 1:10,2016/9/13 9:10,B08,
NH934,2016/9/13 1:10,2016/9/13 9:10,A111,
ZH3203,2016/9/13 1:10,2016/9/13 9:10,A111,
CA6703,2016/9/13 1:10,2016/9/13 9:10,A111,
CZ3519,2016/9/13 1:10,2016/9/13 9:10,B909,
MU3516,2016/9/13 1:10,2016/9/13 9:10,B909,
MF1399,2016/9/13 1:10,2016/9/13 9:10,B909,
CA4354,2016/9/13 1:15,2016/9/13 9:15,A18,
ZH4354,2016/9/13 1:15,2016/9/13 9:15,A18,
SC4354,2016/9/13 1:15,2016/9/13 9:15,A18,
MU3029,2016/9/13 1:15,2016/9/13 9:15,B906,
MF1824,2016/9/13 1:15,2016/9/13 9:15,B906,
CZ3972,2016/9/13 1:15,2016/9/13 9:15,B906,
CZ3203,2016/9/13 1:15,2016/9/13 9:15,B02,
MU4445,2016/9/13 1:15,2016/9/13 9:15,B02,
MF1099,2016/9/13 1:15,2016/9/13 9:15,B02,
DL7777,2016/9/13 1:15,2016/9/13 9:15,B02,
MU3428,2016/9/13 1:20,2016/9/13 9:20,B04,
KL4417,2016/9/13 1:20,2016/9/13 9:20,B04,
MF1489,2016/9/13 1:20,2016/9/13 9:20,B04,
CZ3605,2016/9/13 1:20,2016/9/13 9:20,B04,
CA3851,2016/9/13 1:20,2016/9/13 9:20,A132,
KY9719,2016/9/13 1:20,2016/9/13 9:20,A132,
ZH9719,2016/9/13 1:20,2016/9/13 9:20,A132,
HU7275,2016/9/13 1:20,2016/9/13 9:20,B232,
KY9617,2016/9/13 1:25,2016/9/13 9:25,A16,
CA3411,2016/9/13 1:25,2016/9/13 9:25,A16,
ZH9617,2016/9/13 1:25,2016/9/13 9:25,A16,
MF1527,2016/9/13 1:25,2016/9/13 9:25,B09,
CZ3649,2016/9/13 1:25,2016/9/13 9:25,B09,
MU3416,2016/9/13 1:25,2016/9/13 9:25,B09,
